,image,angle
3587,3588.jpg,3.23
43663,43664.jpg,25.92
23382,23383.jpg,4.94
25158,25159.jpg,-6.35
37982,37983.jpg,0.71
37819,37820.jpg,-8.17
23287,23288.jpg,14.72
9071,9072.jpg,23.39
36966,36967.jpg,-16.03
1215,1216.jpg,-9.88
34383,34384.jpg,52.34
42026,42027.jpg,-4.03
5209,5210.jpg,-2.22
8832,8833.jpg,0.61
28039,28040.jpg,37.11
8887,8888.jpg,0.5
36929,36930.jpg,-8.57
11922,11923.jpg,-15.73
1863,1864.jpg,0.0
18207,18208.jpg,2.42
40891,40892.jpg,-0.1
18402,18403.jpg,1.71
18048,18049.jpg,6.45
36184,36185.jpg,-6.86
10527,10528.jpg,4.54
34680,34681.jpg,-39.53
18302,18303.jpg,2.32
29507,29508.jpg,-15.03
6474,6475.jpg,7.36
7677,7678.jpg,3.53
10777,10778.jpg,1.51
41241,41242.jpg,0.61
31790,31791.jpg,-34.39
28570,28571.jpg,-19.36
35110,35111.jpg,63.63
7590,7591.jpg,0.81
38899,38900.jpg,8.27
37102,37103.jpg,-64.44
32381,32382.jpg,8.37
1501,1502.jpg,-2.82
18414,18415.jpg,1.82
19545,19546.jpg,21.58
29004,29005.jpg,-0.91
45030,45031.jpg,9.48
17782,17783.jpg,1.61
33769,33770.jpg,-10.39
1759,1760.jpg,-0.3
40696,40697.jpg,4.44
4744,4745.jpg,1.01
8515,8516.jpg,0.4
11641,11642.jpg,-16.74
24972,24973.jpg,-23.6
44296,44297.jpg,9.78
5842,5843.jpg,-17.14
22360,22361.jpg,-7.36
37884,37885.jpg,-9.38
10835,10836.jpg,-0.3
3416,3417.jpg,2.92
35912,35913.jpg,6.96
40622,40623.jpg,1.21
219,220.jpg,-2.22
23966,23967.jpg,11.8
7807,7808.jpg,16.44
39521,39522.jpg,8.27
42015,42016.jpg,-3.43
26166,26167.jpg,96.81
10540,10541.jpg,4.03
43742,43743.jpg,4.44
42370,42371.jpg,-1.21
6676,6677.jpg,1.51
12407,12408.jpg,29.85
18101,18102.jpg,7.36
18366,18367.jpg,-0.91
36159,36160.jpg,-6.66
1836,1837.jpg,0.0
36490,36491.jpg,50.32
12922,12923.jpg,6.45
38426,38427.jpg,27.33
22427,22428.jpg,-5.75
10393,10394.jpg,0.0
45379,45380.jpg,1.51
3845,3846.jpg,1.71
25938,25939.jpg,-22.89
22272,22273.jpg,1.82
23614,23615.jpg,-11.6
10769,10770.jpg,1.92
19937,19938.jpg,3.53
28485,28486.jpg,-19.66
38805,38806.jpg,8.27
11504,11505.jpg,1.61
14942,14943.jpg,18.35
18179,18180.jpg,2.02
34029,34030.jpg,14.72
24392,24393.jpg,18.76
38606,38607.jpg,8.27
18935,18936.jpg,-0.71
36884,36885.jpg,-0.61
28220,28221.jpg,46.79
31659,31660.jpg,-8.97
28068,28069.jpg,32.67
13570,13571.jpg,31.26
1973,1974.jpg,0.3
42764,42765.jpg,21.88
16136,16137.jpg,11.19
10488,10489.jpg,-0.5
5713,5714.jpg,-15.53
33204,33205.jpg,-57.78
13844,13845.jpg,-2.82
43080,43081.jpg,2.32
23932,23933.jpg,15.53
42789,42790.jpg,18.55
10070,10071.jpg,2.32
35461,35462.jpg,30.25
27728,27729.jpg,-42.76
16194,16195.jpg,13.61
33233,33234.jpg,-36.61
28080,28081.jpg,32.57
12234,12235.jpg,28.64
43183,43184.jpg,0.0
14940,14941.jpg,18.45
2583,2584.jpg,-9.68
7,8.jpg,0.0
21640,21641.jpg,44.37
2814,2815.jpg,-2.42
39512,39513.jpg,7.36
38361,38362.jpg,7.97
24889,24890.jpg,-11.6
19124,19125.jpg,-18.66
37493,37494.jpg,2.22
13677,13678.jpg,27.03
15380,15381.jpg,0.0
35674,35675.jpg,-33.38
39287,39288.jpg,6.05
32384,32385.jpg,8.67
4838,4839.jpg,-0.1
36084,36085.jpg,-5.04
31043,31044.jpg,-73.31
32027,32028.jpg,18.96
8540,8541.jpg,-3.63
11572,11573.jpg,0.81
28939,28940.jpg,1.21
28195,28196.jpg,46.39
1180,1181.jpg,6.25
43825,43826.jpg,-20.47
37778,37779.jpg,0.1
18469,18470.jpg,0.5
32192,32193.jpg,32.67
17439,17440.jpg,4.44
26236,26237.jpg,70.99
24195,24196.jpg,2.42
34835,34836.jpg,5.65
21843,21844.jpg,21.48
13030,13031.jpg,9.48
16893,16894.jpg,-0.61
6040,6041.jpg,-15.63
19976,19977.jpg,6.15
14531,14532.jpg,-4.64
43380,43381.jpg,12.4
30750,30751.jpg,1.31
43544,43545.jpg,6.55
11242,11243.jpg,0.2
4969,4970.jpg,15.53
2318,2319.jpg,1.61
32677,32678.jpg,-2.22
17937,17938.jpg,10.18
8644,8645.jpg,-10.08
9572,9573.jpg,0.0
33820,33821.jpg,-1.21
29720,29721.jpg,22.69
31692,31693.jpg,-11.09
13440,13441.jpg,7.76
17930,17931.jpg,7.16
9944,9945.jpg,5.24
1311,1312.jpg,124.03
40206,40207.jpg,-3.13
8298,8299.jpg,5.75
28949,28950.jpg,0.81
10009,10010.jpg,-12.81
16543,16544.jpg,-14.32
10734,10735.jpg,10.08
14331,14332.jpg,-16.54
1966,1967.jpg,0.3
21489,21490.jpg,4.34
2168,2169.jpg,0.0
31250,31251.jpg,-4.54
11256,11257.jpg,3.23
12308,12309.jpg,30.45
43817,43818.jpg,-20.47
44580,44581.jpg,9.88
36304,36305.jpg,-12.61
19031,19032.jpg,-5.95
3445,3446.jpg,0.2
16592,16593.jpg,-13.21
26617,26618.jpg,-85.01
37225,37226.jpg,-52.84
23918,23919.jpg,15.53
39152,39153.jpg,-44.27
21949,21950.jpg,2.02
28049,28050.jpg,34.39
14163,14164.jpg,-12.71
42114,42115.jpg,22.39
12715,12716.jpg,0.2
38366,38367.jpg,15.33
43155,43156.jpg,1.31
31441,31442.jpg,0.0
2306,2307.jpg,1.71
32551,32552.jpg,-27.13
25088,25089.jpg,-6.66
29456,29457.jpg,-14.72
42116,42117.jpg,22.59
28582,28583.jpg,-20.97
13596,13597.jpg,27.23
30952,30953.jpg,-41.95
2889,2890.jpg,3.73
4349,4350.jpg,6.15
25951,25952.jpg,-23.29
4117,4118.jpg,10.49
10096,10097.jpg,0.0
13327,13328.jpg,2.32
44191,44192.jpg,10.59
2289,2290.jpg,-0.4
11150,11151.jpg,2.72
10516,10517.jpg,0.2
41584,41585.jpg,-1.31
17392,17393.jpg,2.62
29127,29128.jpg,-1.82
33178,33179.jpg,-62.72
27744,27745.jpg,-38.52
7555,7556.jpg,0.2
44378,44379.jpg,9.78
16884,16885.jpg,-1.01
38165,38166.jpg,25.31
23660,23661.jpg,-12.4
33505,33506.jpg,55.97
13829,13830.jpg,-1.82
39259,39260.jpg,12.61
45211,45212.jpg,12.4
9502,9503.jpg,-17.55
1250,1251.jpg,86.02
24240,24241.jpg,-2.12
42511,42512.jpg,-0.5
31807,31808.jpg,-41.14
18903,18904.jpg,1.01
32194,32195.jpg,33.68
42148,42149.jpg,-4.24
7859,7860.jpg,13.71
34251,34252.jpg,-75.83
3799,3800.jpg,2.42
34753,34754.jpg,2.72
1655,1656.jpg,-0.91
35643,35644.jpg,-33.38
30136,30137.jpg,-41.14
12062,12063.jpg,2.62
18548,18549.jpg,2.32
17563,17564.jpg,1.01
2071,2072.jpg,-0.3
1670,1671.jpg,0.71
28729,28730.jpg,-1.01
1488,1489.jpg,-1.21
43234,43235.jpg,-12.61
10590,10591.jpg,-45.37
22118,22119.jpg,2.72
26182,26183.jpg,88.13
27497,27498.jpg,23.19
38094,38095.jpg,-6.15
22699,22700.jpg,-6.15
38070,38071.jpg,0.2
37798,37799.jpg,-6.15
5575,5576.jpg,2.22
15112,15113.jpg,19.16
31284,31285.jpg,0.0
9044,9045.jpg,23.19
20218,20219.jpg,-14.32
19907,19908.jpg,-10.69
28418,28419.jpg,-3.93
44676,44677.jpg,9.78
157,158.jpg,-11.19
18819,18820.jpg,3.53
40091,40092.jpg,0.0
35297,35298.jpg,-8.07
4572,4573.jpg,18.35
9594,9595.jpg,-8.87
765,766.jpg,-26.02
813,814.jpg,-2.52
30488,30489.jpg,46.99
34213,34214.jpg,-48.2
30949,30950.jpg,-37.51
6519,6520.jpg,-0.81
38722,38723.jpg,8.27
8475,8476.jpg,7.36
39920,39921.jpg,-1.82
9496,9497.jpg,-15.43
41389,41390.jpg,-0.3
18775,18776.jpg,0.5
43779,43780.jpg,-4.54
4643,4644.jpg,4.24
4262,4263.jpg,-1.51
23216,23217.jpg,13.21
33813,33814.jpg,-2.02
12254,12255.jpg,28.84
14668,14669.jpg,-108.3
43866,43867.jpg,-19.87
34145,34146.jpg,16.24
43749,43750.jpg,2.42
25497,25498.jpg,1.82
40157,40158.jpg,1.51
36476,36477.jpg,47.8
42257,42258.jpg,-137.3
4171,4172.jpg,9.08
25798,25799.jpg,-70.79
33504,33505.jpg,56.27
32076,32077.jpg,22.69
16182,16183.jpg,12.71
34263,34264.jpg,-64.94
17051,17052.jpg,1.11
17142,17143.jpg,1.71
7340,7341.jpg,-1.92
20554,20555.jpg,-1.41
20219,20220.jpg,-13.61
18761,18762.jpg,1.92
24817,24818.jpg,-1.11
29566,29567.jpg,-10.49
12658,12659.jpg,1.82
40964,40965.jpg,1.71
28538,28539.jpg,-18.05
29268,29269.jpg,-10.79
28202,28203.jpg,46.39
22510,22511.jpg,-8.57
18527,18528.jpg,2.22
10490,10491.jpg,-0.3
24806,24807.jpg,-1.11
10956,10957.jpg,-5.14
2340,2341.jpg,10.29
3341,3342.jpg,2.42
15878,15879.jpg,-2.42
41196,41197.jpg,1.51
25671,25672.jpg,-46.39
5014,5015.jpg,22.79
36146,36147.jpg,-7.87
40004,40005.jpg,3.83
24762,24763.jpg,-0.71
40995,40996.jpg,2.42
12064,12065.jpg,2.92
5931,5932.jpg,-16.64
33707,33708.jpg,-36.61
1079,1080.jpg,11.09
1648,1649.jpg,-0.91
30159,30160.jpg,-45.08
25208,25209.jpg,0.61
14707,14708.jpg,-86.22
44530,44531.jpg,9.78
16459,16460.jpg,-0.2
29814,29815.jpg,1.82
9031,9032.jpg,22.08
33237,33238.jpg,-40.13
9548,9549.jpg,-11.7
19661,19662.jpg,5.34
31936,31937.jpg,3.13
23992,23993.jpg,4.84
13649,13650.jpg,26.62
9449,9450.jpg,-1.21
3233,3234.jpg,2.42
27418,27419.jpg,6.55
16504,16505.jpg,-10.99
6103,6104.jpg,-15.23
39610,39611.jpg,3.03
25456,25457.jpg,-1.71
44424,44425.jpg,9.78
27151,27152.jpg,27.23
33755,33756.jpg,-25.71
40971,40972.jpg,2.12
42588,42589.jpg,17.85
38078,38079.jpg,-0.91
10774,10775.jpg,1.71
1457,1458.jpg,-9.18
90,91.jpg,1.41
15196,15197.jpg,-0.5
17369,17370.jpg,1.92
23071,23072.jpg,0.61
45345,45346.jpg,11.09
11949,11950.jpg,-18.25
34749,34750.jpg,2.92
31027,31028.jpg,-73.92
43976,43977.jpg,-1.21
213,214.jpg,-1.31
22978,22979.jpg,1.82
3346,3347.jpg,2.42
16946,16947.jpg,1.92
1109,1110.jpg,14.72
9544,9545.jpg,-11.9
45152,45153.jpg,11.8
27589,27590.jpg,31.36
23448,23449.jpg,1.51
31463,31464.jpg,6.15
6966,6967.jpg,171.33
12401,12402.jpg,29.85
14660,14661.jpg,-107.6
17760,17761.jpg,3.73
38446,38447.jpg,59.19
37217,37218.jpg,-58.89
18535,18536.jpg,2.12
8661,8662.jpg,-9.78
19511,19512.jpg,8.37
35834,35835.jpg,-34.69
16914,16915.jpg,2.62
42385,42386.jpg,-2.22
31510,31511.jpg,10.08
29019,29020.jpg,-0.5
41197,41198.jpg,1.41
5031,5032.jpg,20.67
43054,43055.jpg,0.0
21700,21701.jpg,11.9
33194,33195.jpg,-69.68
26484,26485.jpg,7.87
22960,22961.jpg,-1.41
6580,6581.jpg,3.73
27808,27809.jpg,-31.56
24578,24579.jpg,173.34
37609,37610.jpg,0.0
33611,33612.jpg,-40.54
3998,3999.jpg,13.61
29517,29518.jpg,-13.21
4483,4484.jpg,158.72
41302,41303.jpg,1.41
43549,43550.jpg,4.24
12972,12973.jpg,8.07
21258,21259.jpg,-3.43
560,561.jpg,-103.26
38026,38027.jpg,-0.81
10713,10714.jpg,-14.32
24713,24714.jpg,-9.28
26567,26568.jpg,-64.94
19823,19824.jpg,-10.29
9633,9634.jpg,-12.4
41993,41994.jpg,-2.22
27910,27911.jpg,-17.34
37371,37372.jpg,29.95
42521,42522.jpg,1.11
9974,9975.jpg,3.43
30568,30569.jpg,60.4
26361,26362.jpg,13.92
1102,1103.jpg,19.66
7923,7924.jpg,-2.52
34899,34900.jpg,9.48
27900,27901.jpg,-16.24
39439,39440.jpg,4.44
9417,9418.jpg,-2.62
15853,15854.jpg,0.0
5734,5735.jpg,-13.92
7936,7937.jpg,-2.12
14753,14754.jpg,-19.76
2391,2392.jpg,-0.3
39930,39931.jpg,-2.02
27963,27964.jpg,10.59
16805,16806.jpg,0.2
40440,40441.jpg,11.6
617,618.jpg,0.0
8514,8515.jpg,0.4
21727,21728.jpg,8.17
39267,39268.jpg,13.31
27319,27320.jpg,21.38
40038,40039.jpg,-1.92
20418,20419.jpg,3.83
37880,37881.jpg,-8.87
6932,6933.jpg,156.0
15203,15204.jpg,-0.5
19542,19543.jpg,20.37
19757,19758.jpg,-0.91
26456,26457.jpg,11.19
40941,40942.jpg,1.11
25616,25617.jpg,-1.11
16185,16186.jpg,13.61
27291,27292.jpg,-0.4
30296,30297.jpg,0.3
4369,4370.jpg,4.74
36480,36481.jpg,48.5
41174,41175.jpg,3.23
36896,36897.jpg,-3.03
3944,3945.jpg,4.34
26747,26748.jpg,-19.36
34072,34073.jpg,23.9
15180,15181.jpg,-0.5
19895,19896.jpg,-11.19
35347,35348.jpg,3.83
12592,12593.jpg,3.43
15491,15492.jpg,-16.64
11146,11147.jpg,2.72
2882,2883.jpg,0.81
1521,1522.jpg,-4.03
10575,10576.jpg,-4.64
4418,4419.jpg,130.99
38480,38481.jpg,13.01
37518,37519.jpg,5.95
14536,14537.jpg,-4.64
25051,25052.jpg,-8.27
38539,38540.jpg,8.27
25486,25487.jpg,1.51
7543,7544.jpg,0.61
27780,27781.jpg,-31.87
15665,15666.jpg,-9.58
23413,23414.jpg,1.31
19671,19672.jpg,3.33
29954,29955.jpg,-17.95
39410,39411.jpg,1.82
943,944.jpg,214.18
33940,33941.jpg,0.0
13617,13618.jpg,29.34
1144,1145.jpg,4.84
40988,40989.jpg,1.71
35815,35816.jpg,-43.66
31227,31228.jpg,2.22
37515,37516.jpg,6.25
13468,13469.jpg,10.29
8742,8743.jpg,-4.03
9606,9607.jpg,-10.29
4523,4524.jpg,41.24
19700,19701.jpg,0.0
35238,35239.jpg,-19.36
32423,32424.jpg,-14.72
30627,30628.jpg,39.03
43302,43303.jpg,-0.61
485,486.jpg,-101.85
6700,6701.jpg,1.51
10586,10587.jpg,-30.25
22000,22001.jpg,-0.61
649,650.jpg,-3.63
24629,24630.jpg,-0.81
1859,1860.jpg,0.0
40160,40161.jpg,1.51
9786,9787.jpg,0.4
14682,14683.jpg,-118.4
39465,39466.jpg,8.87
12997,12998.jpg,9.68
20523,20524.jpg,-12.61
3051,3052.jpg,6.86
22294,22295.jpg,0.0
44097,44098.jpg,9.68
1610,1611.jpg,0.1
39760,39761.jpg,0.3
3650,3651.jpg,2.82
6818,6819.jpg,1.41
26109,26110.jpg,84.5
25314,25315.jpg,-7.06
1208,1209.jpg,-11.39
10272,10273.jpg,0.0
34878,34879.jpg,4.74
13576,13577.jpg,29.24
22958,22959.jpg,-3.43
22936,22937.jpg,0.1
37025,37026.jpg,-19.66
24841,24842.jpg,0.71
1067,1068.jpg,5.85
43040,43041.jpg,-20.07
22589,22590.jpg,-4.54
39716,39717.jpg,8.27
3425,3426.jpg,2.62
36535,36536.jpg,40.84
30775,30776.jpg,8.57
7600,7601.jpg,1.11
62,63.jpg,2.12
36927,36928.jpg,-8.57
28219,28220.jpg,46.79
27762,27763.jpg,-38.62
16761,16762.jpg,2.12
22035,22036.jpg,1.01
45223,45224.jpg,14.02
27504,27505.jpg,22.18
21761,21762.jpg,6.66
19240,19241.jpg,14.42
3307,3308.jpg,2.42
35688,35689.jpg,-40.74
31274,31275.jpg,-13.11
3112,3113.jpg,4.44
28956,28957.jpg,0.3
17252,17253.jpg,0.3
37762,37763.jpg,-1.71
39130,39131.jpg,-113.4
22122,22123.jpg,2.72
36394,36395.jpg,49.21
30242,30243.jpg,1.41
36291,36292.jpg,-10.49
41588,41589.jpg,-1.31
44056,44057.jpg,16.34
44860,44861.jpg,0.0
14779,14780.jpg,-14.52
28730,28731.jpg,-1.11
19603,19604.jpg,0.0
37169,37170.jpg,-72.5
27211,27212.jpg,11.5
24849,24850.jpg,0.71
1238,1239.jpg,28.84
45381,45382.jpg,1.61
23916,23917.jpg,14.92
33621,33622.jpg,-49.11
44319,44320.jpg,9.78
25526,25527.jpg,12.71
27298,27299.jpg,5.65
21675,21676.jpg,20.97
24534,24535.jpg,-47.7
25731,25732.jpg,-70.59
17418,17419.jpg,3.23
30222,30223.jpg,-0.1
19606,19607.jpg,16.03
29966,29967.jpg,-22.59
21625,21626.jpg,32.07
13797,13798.jpg,18.55
30133,30134.jpg,-41.14
12567,12568.jpg,2.22
2797,2798.jpg,0.2
24752,24753.jpg,-1.61
10379,10380.jpg,0.0
17650,17651.jpg,1.92
26851,26852.jpg,-6.96
9909,9910.jpg,9.48
44163,44164.jpg,9.98
36748,36749.jpg,16.34
41925,41926.jpg,0.61
639,640.jpg,-5.04
13356,13357.jpg,7.46
22646,22647.jpg,-7.36
24023,24024.jpg,0.2
28283,28284.jpg,37.71
42123,42124.jpg,18.76
5419,5420.jpg,-20.47
23556,23557.jpg,-13.21
31308,31309.jpg,-8.17
37618,37619.jpg,-0.81
37977,37978.jpg,-1.21
2191,2192.jpg,0.0
6834,6835.jpg,13.01
8089,8090.jpg,-0.1
17313,17314.jpg,2.82
24950,24951.jpg,-23.29
43137,43138.jpg,5.14
42131,42132.jpg,11.29
7892,7893.jpg,1.01
15477,15478.jpg,-19.76
44971,44972.jpg,9.78
4469,4470.jpg,233.55
44857,44858.jpg,7.97
3006,3007.jpg,0.4
41877,41878.jpg,-0.3
79,80.jpg,1.41
782,783.jpg,-7.87
6924,6925.jpg,148.54
28034,28035.jpg,0.0
9568,9569.jpg,-7.06
28295,28296.jpg,41.34
23025,23026.jpg,0.81
34646,34647.jpg,-55.56
12305,12306.jpg,30.45
16134,16135.jpg,12.5
995,996.jpg,158.62
32318,32319.jpg,22.08
39502,39503.jpg,6.15
22931,22932.jpg,0.2
42342,42343.jpg,-3.83
30683,30684.jpg,7.56
30056,30057.jpg,-34.59
34024,34025.jpg,14.82
38916,38917.jpg,7.46
9829,9830.jpg,-10.59
30420,30421.jpg,45.58
25103,25104.jpg,-6.55
3589,3590.jpg,3.33
24520,24521.jpg,-79.46
16719,16720.jpg,-7.06
44706,44707.jpg,9.88
22644,22645.jpg,-7.87
45280,45281.jpg,23.5
29151,29152.jpg,4.84
7442,7443.jpg,-2.42
26986,26987.jpg,1.21
22727,22728.jpg,-6.05
34193,34194.jpg,-28.44
31139,31140.jpg,-8.87
32421,32422.jpg,-11.7
27920,27921.jpg,-19.36
30561,30562.jpg,60.2
676,677.jpg,3.53
609,610.jpg,-15.93
2664,2665.jpg,-10.39
17457,17458.jpg,0.91
25140,25141.jpg,-6.45
16366,16367.jpg,1.21
11434,11435.jpg,1.21
43437,43438.jpg,-2.82
29661,29662.jpg,37.61
26009,26010.jpg,-14.72
27405,27406.jpg,3.83
22609,22610.jpg,-4.84
34192,34193.jpg,-28.34
4299,4300.jpg,-0.4
16245,16246.jpg,11.6
18798,18799.jpg,0.0
24999,25000.jpg,-26.02
36948,36949.jpg,-9.58
10735,10736.jpg,10.18
8670,8671.jpg,-10.29
43298,43299.jpg,0.0
14983,14984.jpg,14.22
4318,4319.jpg,4.24
8886,8887.jpg,0.5
41707,41708.jpg,0.1
11218,11219.jpg,-0.61
24906,24907.jpg,-18.86
11974,11975.jpg,-9.08
41870,41871.jpg,-0.3
41666,41667.jpg,1.01
27604,27605.jpg,31.16
44178,44179.jpg,9.98
20299,20300.jpg,-8.67
5076,5077.jpg,13.82
28164,28165.jpg,41.04
20642,20643.jpg,2.02
36069,36070.jpg,-4.34
3882,3883.jpg,6.15
3647,3648.jpg,2.82
7079,7080.jpg,-4.24
32160,32161.jpg,15.53
295,296.jpg,335.9
11538,11539.jpg,2.32
12206,12207.jpg,30.25
32454,32455.jpg,-26.12
31762,31763.jpg,-12.71
23869,23870.jpg,3.73
16041,16042.jpg,6.45
25276,25277.jpg,2.12
3329,3330.jpg,2.42
10362,10363.jpg,0.0
35842,35843.jpg,-38.62
29790,29791.jpg,-0.5
37957,37958.jpg,-17.75
41142,41143.jpg,2.02
7400,7401.jpg,-3.53
3090,3091.jpg,4.44
2118,2119.jpg,0.1
12789,12790.jpg,5.14
44981,44982.jpg,12.3
44400,44401.jpg,9.78
15770,15771.jpg,-16.74
32431,32432.jpg,-17.24
5017,5018.jpg,22.89
40214,40215.jpg,-5.85
16192,16193.jpg,14.22
10446,10447.jpg,0.0
14012,14013.jpg,-21.88
7383,7384.jpg,-3.53
44914,44915.jpg,9.68
18181,18182.jpg,1.82
1761,1762.jpg,-0.3
21361,21362.jpg,6.66
26895,26896.jpg,-11.39
21918,21919.jpg,0.61
27659,27660.jpg,0.91
9001,9002.jpg,9.08
21013,21014.jpg,22.49
33596,33597.jpg,-15.23
39017,39018.jpg,6.96
4441,4442.jpg,206.12
22410,22411.jpg,-3.03
32947,32948.jpg,9.0
10536,10537.jpg,3.93
11540,11541.jpg,2.42
25756,25757.jpg,-62.22
27838,27839.jpg,-14.32
32283,32284.jpg,21.18
29452,29453.jpg,-14.62
15438,15439.jpg,-19.46
19011,19012.jpg,1.01
22168,22169.jpg,2.72
4476,4477.jpg,199.97
21234,21235.jpg,-21.68
32341,32342.jpg,3.83
22832,22833.jpg,-1.51
42427,42428.jpg,2.82
8441,8442.jpg,-0.1
41826,41827.jpg,2.02
14903,14904.jpg,16.13
11331,11332.jpg,0.71
39890,39891.jpg,3.93
21131,21132.jpg,-2.32
14652,14653.jpg,-103.2
14553,14554.jpg,-8.87
44519,44520.jpg,9.78
38878,38879.jpg,8.27
30508,30509.jpg,51.43
40536,40537.jpg,-0.4
19882,19883.jpg,-10.39
3044,3045.jpg,4.13
2543,2544.jpg,1.11
5914,5915.jpg,-16.64
4130,4131.jpg,8.37
20868,20869.jpg,0.0
17136,17137.jpg,1.51
6401,6402.jpg,14.32
21271,21272.jpg,-2.42
30632,30633.jpg,37.61
26461,26462.jpg,9.98
8956,8957.jpg,2.62
269,270.jpg,258.66
635,636.jpg,-5.04
34808,34809.jpg,-1.41
21757,21758.jpg,6.05
24103,24104.jpg,-6.86
17487,17488.jpg,0.2
15542,15543.jpg,-15.23
40300,40301.jpg,11.6
42319,42320.jpg,-32.67
5266,5267.jpg,-23.6
16945,16946.jpg,1.82
36489,36490.jpg,50.32
27843,27844.jpg,-14.02
11624,11625.jpg,-12.1
31808,31809.jpg,-41.14
32735,32736.jpg,6.66
9306,9307.jpg,21.18
5766,5767.jpg,-10.69
22527,22528.jpg,0.0
7254,7255.jpg,-2.12
10403,10404.jpg,0.0
37109,37110.jpg,-63.93
4564,4565.jpg,18.35
3722,3723.jpg,2.42
39986,39987.jpg,0.1
38888,38889.jpg,8.27
25676,25677.jpg,-45.98
27127,27128.jpg,41.55
39661,39662.jpg,5.65
15076,15077.jpg,17.55
42533,42534.jpg,1.01
4355,4356.jpg,4.74
34317,34318.jpg,-15.83
8483,8484.jpg,5.65
20357,20358.jpg,-3.43
10680,10681.jpg,-89.24
16699,16700.jpg,-12.5
26329,26330.jpg,13.82
31093,31094.jpg,-56.97
45384,45385.jpg,1.51
15939,15940.jpg,-10.39
14696,14697.jpg,0.0
19117,19118.jpg,-18.76
7861,7862.jpg,13.21
29544,29545.jpg,-19.56
9719,9720.jpg,-1.11
27047,27048.jpg,32.97
4002,4003.jpg,14.82
26772,26773.jpg,-5.45
2862,2863.jpg,-1.71
10003,10004.jpg,-10.49
4721,4722.jpg,2.62
21312,21313.jpg,-3.33
39371,39372.jpg,8.57
40790,40791.jpg,-0.4
31543,31544.jpg,49.71
29869,29870.jpg,12.71
26892,26893.jpg,-11.9
41168,41169.jpg,3.53
31105,31106.jpg,-37.71
35843,35844.jpg,-38.82
10498,10499.jpg,0.5
23462,23463.jpg,1.51
17073,17074.jpg,1.51
3941,3942.jpg,4.34
4233,4234.jpg,-6.25
23512,23513.jpg,-10.59
33700,33701.jpg,-39.63
5543,5544.jpg,0.3
3168,3169.jpg,4.44
36548,36549.jpg,41.24
29674,29675.jpg,49.21
29513,29514.jpg,-13.31
39387,39388.jpg,6.05
19030,19031.jpg,-5.65
34565,34566.jpg,-39.43
24838,24839.jpg,0.2
16389,16390.jpg,2.92
43545,43546.jpg,6.25
4218,4219.jpg,-3.43
31945,31946.jpg,4.64
8859,8860.jpg,0.61
40695,40696.jpg,4.44
13767,13768.jpg,30.76
39957,39958.jpg,-0.5
37370,37371.jpg,30.35
10987,10988.jpg,-5.04
40712,40713.jpg,2.32
39757,39758.jpg,0.3
12985,12986.jpg,9.48
5761,5762.jpg,-11.5
24916,24917.jpg,-20.87
14897,14898.jpg,14.42
36180,36181.jpg,-6.55
18811,18812.jpg,2.22
43542,43543.jpg,6.55
5849,5850.jpg,-17.14
45049,45050.jpg,8.57
42129,42130.jpg,13.21
29704,29705.jpg,59.6
13278,13279.jpg,2.02
32447,32448.jpg,-22.59
29600,29601.jpg,6.76
41632,41633.jpg,2.62
32286,32287.jpg,20.87
15053,15054.jpg,16.54
17328,17329.jpg,3.03
35135,35136.jpg,21.68
34303,34304.jpg,-30.86
37284,37285.jpg,-3.43
43543,43544.jpg,6.55
28501,28502.jpg,-20.17
19489,19490.jpg,1.61
36618,36619.jpg,25.61
23525,23526.jpg,-12.2
17621,17622.jpg,2.02
11759,11760.jpg,-16.13
10349,10350.jpg,0.0
20118,20119.jpg,-19.36
10652,10653.jpg,-149.0
42201,42202.jpg,-7.56
6823,6824.jpg,5.45
43372,43373.jpg,12.3
13759,13760.jpg,28.34
35076,35077.jpg,65.24
26210,26211.jpg,88.64
37543,37544.jpg,-0.3
33456,33457.jpg,59.19
34385,34386.jpg,55.66
9311,9312.jpg,20.27
10864,10865.jpg,-4.34
38058,38059.jpg,2.92
44775,44776.jpg,8.87
5885,5886.jpg,-17.45
40496,40497.jpg,9.88
5430,5431.jpg,-20.37
42004,42005.jpg,-3.23
28721,28722.jpg,2.03
5073,5074.jpg,14.52
7857,7858.jpg,14.42
29436,29437.jpg,-12.4
32791,32792.jpg,-13.21
13783,13784.jpg,30.76
5960,5961.jpg,-16.94
10076,10077.jpg,-0.81
29085,29086.jpg,-0.2
31329,31330.jpg,-0.3
20989,20990.jpg,12.2
14182,14183.jpg,-26.52
38974,38975.jpg,11.39
13930,13931.jpg,-21.18
20370,20371.jpg,4.64
21496,21497.jpg,3.83
38017,38018.jpg,-2.22
24058,24059.jpg,-1.51
9257,9258.jpg,25.21
36098,36099.jpg,-3.43
3967,3968.jpg,9.48
9098,9099.jpg,28.03
11243,11244.jpg,0.3
19724,19725.jpg,3.83
28933,28934.jpg,1.31
11635,11636.jpg,-13.82
11627,11628.jpg,-12.2
20129,20130.jpg,-11.09
17170,17171.jpg,2.52
41690,41691.jpg,0.0
34882,34883.jpg,5.45
19409,19410.jpg,0.81
43898,43899.jpg,0.0
22761,22762.jpg,-6.66
9890,9891.jpg,27.03
40220,40221.jpg,-5.75
43284,43285.jpg,-12.71
